REPORT_DAT,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
7/5/18 7:26,DAY,BURGLARY,OTHERS,1326 - 1399 BLOCK OF W STREET SE,7,701,8,8A,Cluster 28,007503 2,7503,Precinct 114,18109674,401183,132940,7/5/18 5:10,
7/5/18 8:20,DAY,THEFT F/AUTO,OTHERS,3200 - 3299 BLOCK OF 13TH STREET NW,3,302,1,1A,Cluster 2,003000 1,3000,Precinct 39,18109692,397424,140255,7/5/18 7:20,7/5/18 7:50
7/6/18 9:37,DAY,THEFT/OTHER,OTHERS,1900 - 1999 BLOCK OF PENNSYLVANIA AVENUE NW,2,207,2,2A,Cluster 5,010800 1,10800,Precinct 2,18109699,396167,136956,7/5/18 7:53,7/5/18 14:40
7/5/18 9:45,DAY,BURGLARY,OTHERS,1201 - 1249 BLOCK OF PENNSYLVANIA AVENUE SE,1,107,6,6B,Cluster 26,007100 2,7100,Precinct 91,18109704,400930,134891,7/5/18 5:07,7/5/18 5:11
7/5/18 9:07,DAY,THEFT F/AUTO,OTHERS,900  - 999 BLOCK OF FARRAGUT STREET NW,4,407,4,4D,Cluster 18,002201 3,2201,Precinct 55,18109715,397712,142547,7/5/18 8:01,
7/12/18 21:05,EVENING,ASSAULT W/DANGEROUS WEAPON,KNIFE,3467 3499  BLOCK OF 14TH STREET NW,4,409,1,1A,Cluster 2,002801 2,2801,Precinct 41,18114436,397162,140718,7/12/18 18:50,
7/12/18 22:39,EVENING,THEFT/OTHER,OTHERS,300 - 499 BLOCK OF 40TH STREET NE,6,603,7,7F,Cluster 32,009603 2,9603,Precinct 102,18114444,404600,136168,7/12/18 18:50,7/12/18 20:10
7/12/18 21:16,EVENING,THEFT F/AUTO,OTHERS,3100 - 3198 BLOCK OF BRANDYWINE STREET NW,2,203,3,3F,Cluster 12,001301 1,1301,Precinct 138,18114489,394489,142421,7/12/18 13:00,7/12/18 15:00
7/12/18 21:46,EVENING,THEFT/OTHER,OTHERS,3846 3999  BLOCK OF SOUTH CAPITOL STREET,7,707,8,8D,Cluster 39,009807 1,9807,Precinct 124,18114498,399283,129409,7/12/18 20:56,7/12/18 21:31
7/13/18 12:22,DAY,THEFT F/AUTO,OTHERS,2300 - 2499 BLOCK OF HARTFORD STREET SE,7,702,8,8B,Cluster 36,007408 1,7408,Precinct 115,18114807,402411,131808,7/13/18 11:22,
7/13/18 13:10,DAY,MOTOR VEHICLE THEFT,OTHERS,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,2,204,3,3C,Cluster 15,000501 2,501,Precinct 26,18114811,395499,139592,7/13/18 9:30,7/13/18 9:35
7/13/18 12:48,DAY,ASSAULT W/DANGEROUS WEAPON,KNIFE,4200  - 4207 BLOCK OF GEORGIA AVENUE NW,4,407,4,4C,Cluster 18,002501 1,2501,Precinct 48,18114823,397783,141577,7/13/18 11:20,
7/13/18 13:37,DAY,THEFT/OTHER,OTHERS,2900 - 2999 BLOCK OF 14TH STREET NW,3,302,1,1A,Cluster 2,002802 1,2802,Precinct 36,18114834,397184,139908,7/13/18 12:11,7/13/18 12:56
7/13/18 12:57,DAY,THEFT F/AUTO,OTHERS,4127 - 4199 BLOCK OF ALABAMA AVENUE SE,6,605,7,7E,Cluster 32,009902 1,9902,Precinct 106,18114842,405177,133733,7/13/18 11:15,7/13/18 11:25
7/13/18 13:46,DAY,THEFT F/AUTO,OTHERS,1500 - 1599 BLOCK OF EATON ROAD SE,7,703,8,8C,Cluster 37,007401 2,7401,Precinct 119,18114866,400338,132270,7/13/18 5:30,7/13/18 13:00
7/13/18 14:50,DAY,THEFT F/AUTO,OTHERS,100  - 199 BLOCK OF CARROLL STREET NW,4,401,4,4B,Cluster 17,001702 2,1702,Precinct 63,18114888,398758,145213,7/13/18 12:54,
7/13/18 14:15,DAY,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF E STREET SE,1,107,6,6B,Cluster 26,006900 1,6900,Precinct 91,18114890,400930,135000,7/13/18 9:00,7/13/18 13:30
7/13/18 14:30,DAY,THEFT/OTHER,OTHERS,400 - 999 BLOCK OF L'ENFANT PLAZA SW,1,105,6,6D,Cluster 9,010200 2,10200,Precinct 142,18114897,397868,135116,7/13/18 12:43,7/13/18 12:45
7/13/18 14:50,DAY,THEFT/OTHER,OTHERS,1311 - 1399 BLOCK OF TAYLOR STREET NE,5,504,5,5B,Cluster 20,009503 3,9503,Precinct 68,18114905,401175,141425,7/13/18 14:43,7/13/18 14:44
7/13/18 19:30,EVENING,THEFT/OTHER,OTHERS,1922 - 1999 BLOCK OF 3RD STREET NE,5,502,5,5E,Cluster 21,008702 1,8702,Precinct 75,18114916,399823,138752,7/13/18 14:14,7/13/18 15:20
7/13/18 20:42,EVENING,THEFT F/AUTO,OTHERS,901 - 999 BLOCK OF BRENTWOOD ROAD NE,5,505,5,5C,Cluster 22,009102 2,9102,Precinct 72,18114927,400643,138931,7/13/18 14:48,7/13/18 15:00
7/13/18 15:34,EVENING,THEFT F/AUTO,OTHERS,2100 - 2199 BLOCK OF PENNSYLVANIA AVENUE NW,2,207,2,2A,Cluster 5,010800 1,10800,Precinct 2,18114937,395858,137094,7/13/18 14:49,
7/13/18 16:57,EVENING,THEFT F/AUTO,OTHERS,900 - 999 BLOCK OF NEW YORK AVENUE NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18114942,397831,137105,7/13/18 12:00,7/13/18 15:00
7/19/18 22:28,EVENING,MOTOR VEHICLE THEFT,OTHERS,1100 - 1199 BLOCK OF 5TH STREET NE,1,104,6,6C,Cluster 25,010600 2,10600,Precinct 83,18119002,400042,137425,7/19/18 16:44,7/19/18 18:33
7/19/18 19:35,EVENING,BURGLARY,OTHERS,1000 - 1099 BLOCK OF 31ST STREET SE,6,605,7,7B,Cluster 34,007709 1,7709,Precinct 132,18119027,403200,134446,7/19/18 18:09,7/19/18 19:36
7/19/18 18:56,EVENING,THEFT F/AUTO,OTHERS,700 - 999 BLOCK OF LAMONT STREET NW,3,302,1,1A,Cluster 2,003100 1,3100,Precinct 38,18119030,397830,140337,7/19/18 17:00,7/19/18 18:45
7/19/18 20:33,EVENING,SEX ABUSE,OTHERS,2300 - 2499 BLOCK OF Q STREET SE,6,607,8,8A,Cluster 34,007601 2,7601,Precinct 133,18119036,402424,133657,7/11/18 13:00,7/19/18 13:00
7/19/18 19:08,EVENING,THEFT/OTHER,OTHERS,1700 - 1799 BLOCK OF CHURCH STREET NW,2,208,2,2B,Cluster 6,005301 2,5301,Precinct 15,18119041,396523,138059,5/26/18 11:00,5/26/18 11:02
7/19/18 19:55,EVENING,THEFT F/AUTO,OTHERS,1500 - 1599 BLOCK OF 9TH STREET NW,3,307,6,6E,Cluster 7,004901 2,4901,Precinct 18,18119052,397921,138058,7/19/18 19:04,
7/19/18 21:43,EVENING,THEFT/OTHER,OTHERS,6128  - 6204 BLOCK OF UTAH AVENUE NW,2,201,4,3G,Cluster 10,001500 5,1500,Precinct 51,18119083,394545,144799,7/18/18 17:00,7/19/18 19:15
7/19/18 21:19,EVENING,THEFT/OTHER,OTHERS,3200 - 3275 BLOCK OF M STREET NW,2,206,2,2E,Cluster 4,000202 4,202,Precinct 6,18119121,394449,137479,7/19/18 18:30,7/19/18 20:35
7/19/18 21:32,EVENING,THEFT F/AUTO,OTHERS,500 - 699 BLOCK OF GRESHAM PLACE NW,3,306,1,1B,Cluster 3,003400 2,3400,Precinct 37,18119127,398122,139889,7/19/18 19:30,7/19/18 20:30
7/19/18 22:02,EVENING,THEFT/OTHER,OTHERS,200 - 299 BLOCK OF RANDOLPH PLACE NE,5,502,5,5E,Cluster 21,008702 2,8702,Precinct 75,18119150,399759,138385,7/19/18 15:00,7/19/18 21:51
7/19/18 22:28,EVENING,ASSAULT W/DANGEROUS WEAPON,KNIFE,3100 - 3199 BLOCK OF WALNUT STREET NE,5,503,5,5C,Cluster 24,011100 1,11100,Precinct 71,18119158,403296,140286,7/19/18 20:39,7/19/18 22:28
7/20/18 0:54,MIDNIGHT,THEFT/OTHER,OTHERS,812 - 899 BLOCK OF BLADENSBURG ROAD NE,5,507,5,5D,Cluster 23,008802 2,8802,Precinct 77,18119165,401508,137047,7/19/18 21:39,7/19/18 22:32
7/19/18 22:22,EVENING,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,5,505,5,5C,Cluster 22,009102 2,9102,Precinct 72,18119182,400594,139371,7/14/18 14:40,7/14/18 14:50
7/20/18 12:09,DAY,MOTOR VEHICLE THEFT,OTHERS,1300 - 1399 BLOCK OF GOOD HOPE ROAD SE,6,607,8,8A,Cluster 28,007503 1,7503,Precinct 114,18119484,401207,133236,7/18/18 0:01,7/18/18 10:00
7/20/18 12:27,DAY,THEFT F/AUTO,OTHERS,1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW,3,303,2,2D,Cluster 1,004100 1,4100,Precinct 13,18119502,395984,138616,7/19/18 20:00,7/19/18 22:30
7/20/18 16:24,EVENING,THEFT F/AUTO,OTHERS,1 - 99 BLOCK OF M STREET NE,1,103,6,6C,Cluster 25,010600 2,10600,Precinct 83,18119513,399351,137531,7/20/18 12:17,7/20/18 14:45
7/20/18 19:24,EVENING,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF I STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18119523,397700,136999,7/20/18 11:03,7/20/18 11:13
7/20/18 14:50,DAY,THEFT F/AUTO,OTHERS,2000 - 2099 BLOCK OF 15TH STREET NW,3,301,1,1B,Cluster 6,004300 1,4300,Precinct 22,18119532,397005,138854,7/6/18 7:00,7/6/18 15:00
7/20/18 13:39,DAY,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF 7TH STREET NW,3,308,2,2F,Cluster 8,004902 2,4902,Precinct 129,18119539,398099,137450,7/20/18 12:49,
7/20/18 14:53,DAY,THEFT/OTHER,OTHERS,700  - 799 BLOCK OF LONGFELLOW STREET NW,4,403,4,4D,Cluster 18,002101 2,2101,Precinct 56,18119557,397986,143279,7/20/18 13:00,7/20/18 13:53
7/21/18 8:40,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF F STREET NE,1,104,6,6C,Cluster 25,008302 1,8302,Precinct 84,18119565,400233,136609,7/19/18 5:00,7/19/18 5:05
7/26/18 23:54,MIDNIGHT,THEFT F/AUTO,OTHERS,2100 - 2199 BLOCK OF 13TH STREET NW,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,18123593,397431,138975,7/26/18 23:38,
7/27/18 0:29,MIDNIGHT,THEFT/OTHER,OTHERS,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,2,208,2,2B,Cluster 6,005500 1,5500,Precinct 14,18123610,396217.89,138008.23,7/26/18 21:00,7/27/18 0:00
7/27/18 0:22,MIDNIGHT,THEFT F/AUTO,OTHERS,1700 - 1799 BLOCK OF 15TH STREET NW,3,301,2,2B,Cluster 6,005201 2,5201,Precinct 16,18123615,397003,138387,7/26/18 20:00,7/26/18 22:25
7/27/18 2:39,MIDNIGHT,THEFT/OTHER,OTHERS,4200 - 4399 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,6,602,7,7D,Cluster 30,007803 1,7803,Precinct 99,18123617,405127,137046,7/27/18 0:01,7/27/18 0:56
7/27/18 0:38,MIDNIGHT,THEFT/OTHER,OTHERS,3400 - 3599 BLOCK OF WATER STREET NW,2,206,2,2E,Cluster 4,000202 4,202,Precinct 6,18123623,393985,137370,5/22/18 19:00,5/22/18 21:30
7/27/18 3:00,MIDNIGHT,THEFT/OTHER,OTHERS,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,7,708,8,8D,Cluster 39,009807 1,9807,Precinct 124,18123628,399218,129419,7/27/18 0:08,7/27/18 0:54
7/27/18 1:31,MIDNIGHT,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF MORSE STREET NE,5,506,5,5D,Cluster 23,008802 3,8802,Precinct 77,18123631,401026,137243,7/27/18 0:04,7/27/18 0:54
7/27/18 2:18,MIDNIGHT,BURGLARY,OTHERS,300 - 399 BLOCK OF LIVINGSTON TERRACE SE,7,708,8,8D,Cluster 39,009811 1,9811,Precinct 125,18123634,399889,128757,7/27/18 0:12,
7/27/18 1:17,MIDNIGHT,THEFT/OTHER,OTHERS,934 - 1099 BLOCK OF EASTERN AVENUE NE,6,608,7,7C,Cluster 31,007807 2,7807,Precinct 95,18123637,406683,137294,7/27/18 0:58,7/27/18 0:59
7/27/18 1:46,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,900 - 931 BLOCK OF U STREET NW,3,305,1,1B,Cluster 3,004400 2,4400,Precinct 137,18123642,397863,138792,7/27/18 0:50,7/27/18 1:30
7/27/18 2:26,MIDNIGHT,THEFT F/AUTO,OTHERS,1900 - 1999 BLOCK OF 12TH STREET NW,3,305,1,1B,Cluster 3,004400 2,4400,Precinct 22,18123661,397564,138713,7/27/18 1:50,
7/27/18 2:45,MIDNIGHT,ROBBERY,GUN,1200 - 1221 BLOCK OF SAVANNAH STREET SE,7,705,8,8E,Cluster 39,007304 2,7304,Precinct 120,18123662,400874,130576,7/27/18 1:46,
7/27/18 4:29,MIDNIGHT,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF H STREET NE,1,104,6,6C,Cluster 25,008302 1,8302,Precinct 83,18123679,400384,136927,7/27/18 3:19,7/27/18 3:58
7/27/18 6:50,MIDNIGHT,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF W STREET NW,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,18123700,397330,139035,7/27/18 2:47,7/27/18 6:00
7/27/18 6:38,MIDNIGHT,THEFT/OTHER,OTHERS,2200 - 2299 BLOCK OF M STREET NW,2,207,2,2A,Cluster 5,005500 3,5500,Precinct 4,18123705,395709,137490,7/27/18 6:05,
7/27/18 7:58,DAY,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF 47TH STREET SE,6,604,7,7E,Cluster 33,009906 1,9906,Precinct 104,18123719,405743,135682,7/27/18 7:30,7/27/18 7:58
7/27/18 9:16,DAY,THEFT F/AUTO,OTHERS,1 - 99 BLOCK OF O STREET NW,5,501,5,5E,Cluster 21,004600 1,4600,Precinct 19,18123727,399074,137856,7/25/18 16:00,7/27/18 8:28
7/27/18 9:25,DAY,MOTOR VEHICLE THEFT,OTHERS,7300  - 7317 BLOCK OF 12TH STREET NW,4,401,4,4A,Cluster 16,001600 2,1600,Precinct 62,18123748,397584,145601,7/26/18 12:30,7/27/18 7:15
7/27/18 9:46,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF OATES STREET NE,5,506,5,5D,Cluster 23,008802 3,8802,Precinct 77,18123760,401137,137447,7/26/18 16:00,7/27/18 8:30
7/27/18 16:40,EVENING,THEFT/OTHER,OTHERS,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,1,107,6,6B,Cluster 26,006500 1,6500,Precinct 89,18124001,400232,135255,7/27/18 15:48,7/27/18 16:40
7/27/18 17:46,EVENING,THEFT/OTHER,OTHERS,500 - 503 BLOCK OF 12TH STREET SE,1,107,6,6B,Cluster 26,006900 1,6900,Precinct 91,18124046,400846,134967,7/27/18 16:54,7/27/18 17:00
7/27/18 0:00,MIDNIGHT,HOMICIDE,OTHERS,3600 - 3699 BLOCK OF 14TH STREET NW,4,409,1,1A,Cluster 2,002801 2,2801,Precinct 41,18124059,397162,140976,7/27/18 16:30,7/27/18 16:35
7/27/18 18:28,EVENING,ROBBERY,OTHERS,3200 - 3299 BLOCK OF HIATT PLACE NW,3,302,1,1A,Cluster 2,002802 2,2802,Precinct 39,18124073,396986,140220,7/27/18 17:59,
7/27/18 19:56,EVENING,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF 7TH STREET NW,3,308,2,2F,Cluster 8,004902 2,4902,Precinct 129,18124081,398099,137450,7/27/18 17:23,7/27/18 18:20
6/29/18 17:22,EVENING,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF CONNECTICUT AVENUE NW,2,207,2,2B,Cluster 6,010700 1,10700,Precinct 17,18106255,396559,137255,6/29/18 16:12,6/29/18 16:53
6/29/18 17:43,EVENING,THEFT/OTHER,OTHERS,2200 - 2299 BLOCK OF I STREET NW,2,207,2,2A,Cluster 5,010800 1,10800,Precinct 2,18106290,395708,136984,6/29/18 15:50,6/29/18 16:10
6/29/18 19:40,EVENING,THEFT/OTHER,OTHERS,800 - 899 BLOCK OF 3RD STREET NE,1,104,6,6C,Cluster 25,010600 2,10600,Precinct 83,18106310,399823,136990,6/28/18 20:00,6/29/18 17:30
6/29/18 19:12,EVENING,THEFT/OTHER,OTHERS,3500 - 3526 BLOCK OF MINNESOTA AVENUE SE,6,603,7,7B,Cluster 32,007708 2,7708,Precinct 132,18106322,403859,135396,6/29/18 18:00,6/29/18 18:01
6/29/18 20:37,EVENING,ROBBERY,GUN,1600 - 1699 BLOCK OF 22ND STREET SE,7,701,8,8A,Cluster 34,007601 3,7601,Precinct 133,18106390,402173,133587,6/28/18 22:30,6/28/18 22:50
7/1/18 3:32,MIDNIGHT,THEFT F/AUTO,OTHERS,300 - 399 BLOCK OF K STREET NW,1,103,6,6E,Cluster 8,004702 1,4702,Precinct 1,18106403,398640,137185,6/29/18 18:01,6/29/18 18:09
6/29/18 21:17,EVENING,THEFT/OTHER,OTHERS,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 1,1001,Precinct 31,18106419,392607,143559,6/29/18 20:43,
6/29/18 21:44,EVENING,THEFT/OTHER,OTHERS,1619 - 1699 BLOCK OF 17TH STREET NW,3,301,2,2B,Cluster 6,005301 4,5301,Precinct 15,18106431,396662,138264,6/29/18 21:23,6/29/18 21:44
6/29/18 22:59,EVENING,THEFT F/AUTO,OTHERS,800 - 899 BLOCK OF P STREET NW,3,308,6,6E,Cluster 7,004901 2,4901,Precinct 18,18106457,397965,137976,6/29/18 21:44,
6/29/18 23:30,MIDNIGHT,THEFT F/AUTO,OTHERS,1200 - 1209 BLOCK OF KIRBY STREET NW,5,501,6,6E,Cluster 21,004600 2,4600,Precinct 1,18106476,398815,137583,6/29/18 22:28,6/29/18 23:07
6/29/18 23:43,MIDNIGHT,THEFT F/AUTO,OTHERS,1705 - 1799 BLOCK OF 6TH STREET NW,3,308,6,6E,Cluster 7,004801 1,4801,Precinct 21,18106492,398274,138411,6/29/18 22:57,6/29/18 23:43
7/11/18 14:43,DAY,THEFT/OTHER,OTHERS,5100 - 5199 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 1,1001,Precinct 31,18113596,392758,143179,7/10/18 15:45,7/10/18 16:00
7/11/18 15:00,DAY,BURGLARY,OTHERS,2855 3200  BLOCK OF BLADENSBURG ROAD NE,5,503,5,5C,Cluster 24,011100 1,11100,Precinct 71,18113615,403459,140142,7/11/18 11:39,
7/11/18 16:20,EVENING,BURGLARY,OTHERS,4300  - 4399 BLOCK OF 7TH STREET NW,4,407,4,4C,Cluster 18,002400 2,2400,Precinct 46,18113624,398118,141743,7/11/18 10:45,7/11/18 13:50
7/11/18 19:14,EVENING,THEFT/OTHER,OTHERS,1800 - 1899 BLOCK OF L STREET NW,2,207,2,2B,Cluster 6,010700 1,10700,Precinct 17,18113638,396307,137321,7/11/18 12:00,7/11/18 15:43
7/11/18 21:19,EVENING,MOTOR VEHICLE THEFT,OTHERS,3500 - 3899 BLOCK OF JAY STREET NE,6,601,7,7D,Cluster 30,009602 1,9602,Precinct 100,18113648,404579,137347,7/11/18 14:57,7/11/18 16:17
7/11/18 16:38,EVENING,THEFT F/AUTO,OTHERS,1398 - 1399 BLOCK OF POTOMAC AVENUE SE,1,106,6,6B,Cluster 26,007100 2,7100,Precinct 91,18113653,401230,134692,7/11/18 13:00,7/11/18 15:30
7/11/18 19:12,EVENING,THEFT F/AUTO,OTHERS,3100 - 3199 BLOCK OF N STREET NW,2,206,2,2E,Cluster 4,000100 4,100,Precinct 5,18113663,394611,137662,7/11/18 15:00,7/11/18 15:40
7/11/18 18:02,EVENING,ROBBERY,OTHERS,1100 - 1199 BLOCK OF 22ND STREET NW,2,207,2,2A,Cluster 5,005500 3,5500,Precinct 4,18113687,395766,137407,7/11/18 16:26,
7/12/18 0:34,MIDNIGHT,THEFT/OTHER,OTHERS,200 - 299 BLOCK OF M STREET NE,1,104,6,6C,Cluster 25,010600 2,10600,Precinct 83,18113694,399778,137532,7/11/18 16:46,7/11/18 17:25
7/11/18 17:57,EVENING,THEFT/OTHER,OTHERS,7800  - 7899 BLOCK OF ALASKA AVENUE NW,4,401,4,4A,Cluster 16,001600 1,1600,Precinct 62,18113712,397684,146235,7/11/18 15:00,7/11/18 17:00
7/11/18 20:54,EVENING,THEFT/OTHER,OTHERS,1800 - 1823 BLOCK OF 14TH STREET NW,3,305,2,2B,Cluster 3,004300 2,4300,Precinct 141,18113733,397228,138511,7/11/18 17:52,7/11/18 18:48
7/11/18 20:36,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF V STREET NW,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,18113823,397330,138916,7/11/18 20:23,
7/12/18 22:27,EVENING,MOTOR VEHICLE THEFT,OTHERS,1400  - 1499 BLOCK OF EMERSON STREET NW,4,404,4,4C,Cluster 18,002002 1,2002,Precinct 54,18113844,397062,142427,7/11/18 20:16,7/11/18 21:44
7/11/18 23:02,MIDNIGHT,THEFT/OTHER,OTHERS,4500 - 4599 BLOCK OF FORT DRIVE NW,2,202,3,3E,Cluster 11,001100 4,1100,Precinct 32,18113857,393194,142322,7/11/18 21:14,7/11/18 22:15
7/11/18 23:26,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,1300 - 1399 BLOCK OF BRENTWOOD ROAD NE,5,504,5,5B,Cluster 22,009302 1,9302,Precinct 73,18113914,401193,139648,7/11/18 22:59,
7/11/18 23:33,MIDNIGHT,THEFT F/AUTO,OTHERS,600 - 623 BLOCK OF Q STREET NW,3,308,6,6E,Cluster 7,004801 1,4801,Precinct 18,18113917,398229,138140,7/11/18 19:30,7/11/18 23:00
7/11/18 23:51,MIDNIGHT,THEFT/OTHER,OTHERS,1600 - 1699 BLOCK OF 28TH STREET SE,6,607,7,7B,Cluster 34,007604 1,7604,Precinct 111,18113925,402796,133587,7/9/18 1:00,7/10/18 20:00
7/12/18 5:45,MIDNIGHT,BURGLARY,OTHERS,3300 - 3399 BLOCK OF ELY PLACE SE,6,603,7,7B,Cluster 32,007708 2,7708,Precinct 132,18113939,403587,135089,7/11/18 23:36,7/12/18 1:00
7/12/18 1:02,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,4100  - 4199 BLOCK OF 14TH STREET NW,4,404,4,4C,Cluster 18,002502 4,2502,Precinct 47,18113949,397162,141494,7/12/18 0:16,
7/12/18 1:39,MIDNIGHT,THEFT/OTHER,OTHERS,934 - 1099 BLOCK OF EASTERN AVENUE NE,6,608,7,7C,Cluster 31,007807 2,7807,Precinct 95,18113967,406683,137294,7/12/18 1:20,7/12/18 1:22
7/12/18 6:27,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,4700  - 4931 BLOCK OF NORTH CAPITOL STREET,4,405,4,4D,Cluster 19,002202 1,2202,Precinct 57,18114003,399238,142381,7/12/18 4:32,7/12/18 5:53
7/12/18 10:19,DAY,THEFT/OTHER,OTHERS,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,5,505,5,5C,Cluster 22,009102 2,9102,Precinct 72,18114035,400541,139301,7/12/18 7:30,7/12/18 8:36
7/20/18 20:25,EVENING,THEFT F/AUTO,OTHERS,600 - 623 BLOCK OF Q STREET NW,3,308,6,6E,Cluster 7,004801 1,4801,Precinct 18,18119778,398229,138140,7/20/18 18:29,7/20/18 19:24
7/20/18 21:35,EVENING,MOTOR VEHICLE THEFT,OTHERS,1600 - 1699 BLOCK OF OLIVE STREET NE,6,602,7,7D,Cluster 31,009601 1,9601,Precinct 92,18119787,405783,138097,7/20/18 11:00,7/20/18 13:00
7/20/18 21:09,EVENING,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF G STREET SW,1,105,6,6D,Cluster 9,010500 2,10500,Precinct 128,18119816,398579,134828,7/20/18 18:30,7/20/18 19:00
7/20/18 21:57,EVENING,THEFT F/AUTO,OTHERS,1452 - 1499 BLOCK OF IRVING STREET NW,3,302,1,1A,Cluster 2,002802 1,2802,Precinct 36,18119821,396929,140085,7/20/18 20:04,7/20/18 21:28
7/20/18 21:42,EVENING,THEFT F/AUTO,OTHERS,5224 - 5299 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 1,1001,Precinct 31,18119837,392668,143406,7/20/18 15:00,7/20/18 17:30
7/21/18 20:47,EVENING,THEFT/OTHER,OTHERS,2000 - 2099 BLOCK OF FENWICK STREET NE,5,506,5,5D,Cluster 23,008803 1,8803,Precinct 76,18120397,401305,138586,7/21/18 19:30,7/21/18 19:35
7/23/18 15:13,EVENING,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,5,505,5,5C,Cluster 22,009102 2,9102,Precinct 72,18120427,400594,139371,7/21/18 19:50,7/21/18 21:10
7/22/18 1:49,MIDNIGHT,SEX ABUSE,OTHERS,2500 - 2699 BLOCK OF K STREET NW,2,207,2,2A,Cluster 5,005600 1,5600,Precinct 3,18120439,395254.77,137187.53,7/21/18 3:47,7/21/18 5:00
7/22/18 2:11,MIDNIGHT,SEX ABUSE,OTHERS,2500 - 2699 BLOCK OF K STREET NW,2,207,2,2A,Cluster 5,005600 1,5600,Precinct 3,18120454,395254.77,137187.53,7/21/18 3:47,7/21/18 5:00
7/21/18 22:35,EVENING,SEX ABUSE,OTHERS,700 - 899 BLOCK OF PENNSYLVANIA AVENUE NW,1,102,2,2C,,006202 1,6202,Precinct 129,18120469,398009,136194,7/21/18 3:30,7/21/18 22:45
7/22/18 1:48,MIDNIGHT,THEFT F/AUTO,OTHERS,1800 - 1899 BLOCK OF 8TH STREET NW,3,305,1,1B,Cluster 3,004400 2,4400,Precinct 137,18120539,398010,138551,7/21/18 22:30,7/22/18 1:30
7/22/18 7:25,DAY,ASSAULT W/DANGEROUS WEAPON,OTHERS,4000  - 4099 BLOCK OF GEORGIA AVENUE NW,4,404,4,4C,Cluster 18,002502 1,2502,Precinct 47,18120592,397823,141376,7/22/18 4:23,7/22/18 5:00
7/22/18 10:21,DAY,MOTOR VEHICLE THEFT,OTHERS,1 - 60 BLOCK OF K STREET NW,1,103,6,6E,Cluster 8,004702 1,4702,Precinct 1,18120619,399119,137184,7/22/18 8:14,
7/22/18 9:43,DAY,MOTOR VEHICLE THEFT,OTHERS,1300 - 1399 BLOCK OF G STREET SE,1,108,6,6B,Cluster 26,006900 2,6900,Precinct 91,18120633,401157,134825,7/22/18 2:30,7/22/18 8:30
7/22/18 10:08,DAY,BURGLARY,OTHERS,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,6,606,7,7B,Cluster 35,007603 2,7603,Precinct 113,18120649,402965,132500,7/22/18 6:02,7/22/18 6:05
6/29/18 7:17,DAY,THEFT F/AUTO,OTHERS,300  - 399 BLOCK OF RIGGS ROAD NE,4,406,4,4B,Cluster 19,009505 3,9505,Precinct 65,18104732,399852,143321,6/27/18 10:27,6/27/18 10:40
